  freq  orth                                     rules                   test                                            correct             gold    compound
------  ---------------------------------------  ----------------------  ----------------------------------------------  ------------------  ------  ----------
     1  Reap                                     T2                      re.ap
     1  Kultajalkacup                            T1                      kul.ta.jal.ka.cup
     1  Trafocomp                                T1                      tra.fo.comp
     1  Workshop                                 T1                      works.hop
     1  Olymp                                    T1                      o.lymp
     1  Dhondup                                  T1                      dhon.dup
     1  keskipop                                 T1                      kes.ki.pop
     1  Imhotep                                  T1                      im.ho.tep
     1  Filipp                                   T1                      fi.lipp
     1  Liigacup                                 T1                      lii.ga.cup
     1  pubstop                                  T1                      pubs.top
     1  kesäcup                                  T1                      ke.sä.cup
     1  Tandrup                                  T1                      tand.rup
     1  Intershop                                T1                      in.ters.hop
     1  Watership                                T1                      wa.ters.hip
     1  Lierop                                   T1                      lie.rop
     1  Eficap                                   T1                      e.fi.cap
     1  Handycap                                 T1                      han.dy.cap
     1  Lindop                                   T1                      lin.dop
     1  Nutrodrip                                T1                      nut.ro.drip
     1  Censorship                               T1                      cen.sors.hip
     1  nonstop                                  T1                      nons.top
     1  maalaispop                               T1                      maa.lais.pop
     1  Unificyp                                 T1                      u.ni.fi.cyp
     1  presidentticup                           T1                      pre.si.dent.ti.cup
     1  Europarlamenttivaaligallup               T1                      eu.ro.par.la.ment.ti.vaa.li.gal.lup
     1  Sirup                                    T1                      si.rup
     1  Pirdop                                   T1                      pir.dop
     1  Kerp                                     T0                      kerp
     1  teinipop                                 T1                      tei.ni.pop
     1  yhteisworkshop                           T1                      yh.teis.works.hop
     1  juoksukoulucup                           T1                      juok.su.kou.lu.cup
     1  Cleanup                                  T1 T2                   cle.a.nup
     1  Heslop                                   T1                      hes.lop
     1  Haekstep                                 T1 T2                   ha.eks.tep
     1  unelmapop                                T1                      u.nel.ma.pop
     1  Gimp                                     T0                      gimp
     1  iskelmäpop                               T1                      is.kel.mä.pop
     1  Horsemanship                             T1                      hor.se.mans.hip
     1  Leap                                     T2                      le.ap
     1  Mellencamp                               T1                      mel.len.camp
     1  Jepjep                                   T1                      jep.jep
     1  Salcomp                                  T1                      sal.comp
     1  Friendship                               T1                      friends.hip
     1  Otsrop                                   T1                      ots.rop
     1  Koepp                                    T2                      ko.epp
     1  Travselkap                               T1                      trav.sel.kap
     1  hakijagallup                             T1                      ha.ki.ja.gal.lup
     1  Schjelderup                              T1                      schjel.de.rup
     1  aknepop                                  T1                      ak.ne.pop
     1  Bootcamp                                 T1                      boot.camp
     1  Grataloup                                T1                      gra.ta.loup
     1  Lautrup                                  T1                      laut.rup
     1  Raudsepp                                 T1                      raud.sepp
     1  Loup                                     T0                      loup
     1  Bounsaythip                              T1 T4                   boun.sa.yt.hip
     1  Troup                                    T0                      troup
     1  Crimp                                    T0                      crimp
     1  kesä-cup                                 T1 | T0                 ke.sä-cup
     1  Rootsin hiphop                           T1 | T1                 root.sin hip.hop
     1  onni-gallup                              T1 | T1                 on.ni-gal.lup
     1  Ruotsi-pop                               T1 | T0                 ruot.si-pop
     1  Kuip                                     T0                      kuip
     1  Lahti-cup                                T1 | T0                 lah.ti-cup
     1  Taloustutkimuksen gallup                 T1 T4 | T1              ta.lo.us.tut.ki.muk.sen gal.lup
     1  eurooppa-cup                             T1 | T0                 eu.roop.pa-cup
     1  tälläytyneet vip                         T1 | T0                 täl.läy.ty.neet vip
     1  jääkiekkocup                             T1 T8                   jää.ki.ek.ko.cup
     1  folk-pop                                 T0 | T0                 folk-pop
     1  Tapakasvatus-rap                         T1 | T0                 ta.pa.kas.va.tus-rap
     1  Takeshia hip hop                         T1 T2 | T0 | T0         ta.kes.hi.a hip hop
     1  non-stop                                 T0 | T0                 non-stop
     1  joht Epp                                 T0 | T0                 joht epp
     1  Intertoto-cup                            T1 | T0                 in.ter.to.to-cup
     1  Melodijan lp                             T1 | T0                 me.lo.di.jan lp
     1  Lindy Hop                                T1 | T0                 lin.dy hop
     1  pop-pop                                  T0 | T0                 pop-pop
     1  Tap                                      T0                      tap
     1  Trapp                                    T0                      trapp
     1  Citygroup                                T1                      ci.ty.group
     1  Rupp                                     T0                      rupp
     1  Schupp                                   T0                      schupp
     1  Klop                                     T0                      klop
     1  Vcop                                     T0                      vcop
     1  Ramp                                     T0                      ramp
     1  Chip                                     T0                      chip
     1  Steep                                    T0                      steep
     1  Garp                                     T0                      garp
     1  Pohjola-cup                              T1 | T0                 poh.jo.la-cup
     1  suomi-pop                                T1 | T0                 suo.mi-pop
     1  Jeep                                     T0                      jeep
     1  Wilp                                     T0                      wilp
     1  Phelp                                    T0                      phelp
     1  Vp                                       T0                      vp
     1  Klap                                     T0                      klap
     1  Sirp                                     T0                      sirp
     1  Snap                                     T0                      snap
     1  Prip                                     T0                      prip
     1  Pop-pop                                  T0 | T0                 pop-pop
     1  Tierp                                    T0                      tierp
     1  Bopp                                     T0                      bopp
     1  Larp                                     T0                      larp
     1  Ekp                                      T0                      ekp
     1  Hi hop                                   T0 | T0                 hi hop
     1  Piip                                     T0                      piip
     1  Stump                                    T0                      stump
     1  Kaap                                     T0                      kaap
     1  Kremp                                    T0                      kremp
     1  Jump                                     T0                      jump
     1  Rip                                      T0                      rip
     1  Hemp                                     T0                      hemp
     1  Interpap Sp                              T1 | T0                 in.ter.pap sp
     1  Lepp                                     T0                      lepp
     1  Comp                                     T0                      comp
     1  Hasp                                     T0                      hasp
     1  Warp                                     T0                      warp
     1  Kepp                                     T0                      kepp
     1  Tamp                                     T0                      tamp
     1  gap                                      T0                      gap
     1  Sup                                      T0                      sup
     1  Snoop                                    T0                      snoop
     1  Clap                                     T0                      clap
     1  Flip                                     T0                      flip
     1  Shepp                                    T0                      shepp
     1  Kärkäs evp                               T1 | T0                 kär.käs evp
     1  Pup                                      T0                      pup
     1  Kopp                                     T0                      kopp
     1  Zepp                                     T0                      zepp
     1  Nasaq                                    T1                      na.saq
     1  Intelliq                                 T1                      in.tel.liq
     1  Iraq                                     T1                      i.raq
     1  Printeq                                  T1                      prin.teq
     1  Asharq                                   T1                      as.harq
     1  Kangiqsualujjuaq                         T1 T2                   kan.giq.su.a.luj.ju.aq
     1  Danjaq                                   T1                      dan.jaq
     1  Eriq                                     T1                      e.riq
     1  Jacq                                     T0                      jacq
     1  Marq                                     T0                      marq
     1  Malyshev                                 T1                      ma.lys.hev
     1  Vishnjakov                               T1                      vishn.ja.kov
     1  Haderslev                                T1                      ha.ders.lev
     1  Jemifov                                  T1                      je.mi.fov
     1  Pitalev                                  T1                      pi.ta.lev
     1  Koreskov                                 T1                      ko.res.kov
     1  Antropov                                 T1                      ant.ro.pov
     1  Vavilov                                  T1                      va.vi.lov
     1  Bratkov                                  T1                      brat.kov
     1  Meriv                                    T1                      me.riv
     1  Plovdiv                                  T1                      plov.div
     1  Serdjukov                                T1                      serd.ju.kov
     1  Maximov                                  T1                      ma.xi.mov
     1  Karabanov                                T1                      ka.ra.ba.nov
     1  Kaparov                                  T1                      ka.pa.rov
     1  Iskakov                                  T1                      is.ka.kov
     1  Hrustshev                                T1                      hrusts.hev
     1  Silajev                                  T1                      si.la.jev
     1  Vjahirev                                 T1                      vja.hi.rev
     1  Beljajev                                 T1                      bel.ja.jev
     1  Hadelöv                                  T1                      ha.de.löv
     1  Spiridonov                               T1                      spi.ri.do.nov
     1  Arklöv                                   T1                      ark.löv
     1  Kabanov                                  T1                      ka.ba.nov
     1  Izakov                                   T1                      i.za.kov
     1  Rostislav                                T1                      ros.tis.lav
     1  Fadeejev                                 T1                      fa.dee.jev
     1  Kasantsev                                T1                      ka.sant.sev
     1  Poluektov                                T1 T2                   po.lu.ek.tov
     1  Kolessov                                 T1                      ko.les.sov
     1  Lesogorov                                T1                      le.so.go.rov
     1  Tikhonov                                 T1                      tik.ho.nov
     1  Klassliv                                 T1                      klass.liv
     1  Hrustsev                                 T1                      hrust.sev
     1  Tairov                                   T1                      tai.rov
     1  Pavlov                                   T1                      pav.lov
     1  Nekrasov                                 T1                      nek.ra.sov
     1  Tshitshikov                              T1                      tshits.hi.kov
     1  Gevrenov                                 T1                      gev.re.nov
     1  Koudachev                                T1                      kou.dac.hev
     1  Koreshkov                                T1                      ko.resh.kov
     1  Abdrasitov                               T1                      abd.ra.si.tov
     1  Glushenkov                               T1                      glus.hen.kov
     1  Sitnov                                   T1                      sit.nov
     1  Dudarov                                  T1                      du.da.rov
     1  Tshernov                                 T1                      tsher.nov
     1  Bitov                                    T1                      bi.tov
     1  Yanev                                    T1 T2                   y.a.nev
     1  Shtshelkanov                             T1                      shtshel.ka.nov
     1  Tshelikov                                T1                      tshe.li.kov
     1  Tshizhov                                 T1                      tshiz.hov
     1  Mensakov                                 T1                      men.sa.kov
     1  Karavajev                                T1                      ka.ra.va.jev
     1  Rahmonov                                 T1                      rah.mo.nov
     1  Lermontov                                T1                      ler.mon.tov
     1  Pustnikov                                T1                      pust.ni.kov
     1  Gretsisnikov                             T1                      gret.sis.ni.kov
     1  Reshetnev                                T1                      res.het.nev
     1  Salabasev                                T1                      sa.la.ba.sev
     1  Sekundakov                               T1                      se.kun.da.kov
     1  Lunkov                                   T1                      lun.kov
     1  Ketshimov                                T1                      kets.hi.mov
     1  Zhaitsev                                 T1                      zhait.sev
     1  Mikhalkov                                T1                      mik.hal.kov
     1  Danilov                                  T1                      da.ni.lov
     1  Novikov                                  T1                      no.vi.kov
     1  Harlov                                   T1                      har.lov
     1  Hazijev                                  T1                      ha.zi.jev
     1  Kazantshev                               T1                      ka.zants.hev
     1  Kalamanov                                T1                      ka.la.ma.nov
     1  Pimenov                                  T1                      pi.me.nov
     1  Brunov                                   T1                      bru.nov
     1  Svetovidov                               T1                      sve.to.vi.dov
     1  Tvillingliv                              T1                      tvil.ling.liv
     1  Zagirov                                  T1                      za.gi.rov
     1  Shtsherbakov                             T1                      shtsher.ba.kov
     1  Mavritshev                               T1                      mav.rits.hev
     1  Kishinjov                                T1                      kis.hin.jov
     1  Tagajev                                  T1                      ta.ga.jev
     1  Loshkov                                  T1                      losh.kov
     1  Ventjärv                                 T1                      vent.järv
     1  Kirkorov                                 T1                      kir.ko.rov
     1  Sedov                                    T1                      se.dov
     1  Selvanov                                 T1                      sel.va.nov
     1  Klimov                                   T1                      kli.mov
     1  Ibraimov                                 T1                      ib.rai.mov
     1  Bashilov                                 T1                      bas.hi.lov
     1  Kovalyov                                 T1 T2                   ko.va.ly.ov
     1  Tamperelaistev                           T1                      tam.pe.re.lais.tev
     1  Bobryshev                                T1                      bob.rys.hev
     1  Kudinov                                  T1                      ku.di.nov
     1  Karpotshev                               T1                      kar.pots.hev
     1  Hetagurov                                T1                      he.ta.gu.rov
     1  Suomenhevoslähdöv                        T1                      suo.men.he.vos.läh.döv
     1  Sibakov                                  T1                      si.ba.kov
     1  Tshelyshev                               T1                      tshe.lys.hev
     1  Jegorov                                  T1                      je.go.rov
     1  Zharov                                   T1                      zha.rov
     1  Gurov                                    T1                      gu.rov
     1  Blinnikov                                T1                      blin.ni.kov
     1  Tumanov                                  T1                      tu.ma.nov
     1  Advejev                                  T1                      ad.ve.jev
     1  Ansimov                                  T1                      an.si.mov
     1  Tshistjakov                              T1                      tshist.ja.kov
     1  Alksejev                                 T1                      alk.se.jev
     1  Brankov                                  T1                      bran.kov
     1  Liptov                                   T1                      lip.tov
     1  Segev                                    T1                      se.gev
     1  Trubnikov                                T1                      trub.ni.kov
     1  Panshev                                  T1                      pans.hev
     1  Tshudakov                                T1                      tshu.da.kov
     1  Prokurov                                 T1                      pro.ku.rov
     1  Menshikov                                T1                      mens.hi.kov
     1  Brylyakov                                T1 T2                   bry.ly.a.kov
     1  Zhivkov                                  T1                      zhiv.kov
     1  Ogorodov                                 T1                      o.go.ro.dov
     1  Jassikov                                 T1                      jas.si.kov
     1  Mahatshov                                T1                      ma.hats.hov
     1  Trefilov                                 T1                      tre.fi.lov
     1  Gerassimov                               T1                      ge.ras.si.mov
     1  Mikhailov                                T1                      mik.hai.lov
     1  Kansanterv                               T1                      kan.san.terv
     1  Herlöv                                   T1                      her.löv
     1  Malakeev                                 T1                      ma.la.keev
     1  Slavkov                                  T1                      slav.kov
     1  Makashov                                 T1                      ma.kas.hov
     1  Veltchev                                 T1                      veltc.hev
     1  Fetisov                                  T1                      fe.ti.sov
     1  Markulov                                 T1                      mar.ku.lov
     1  Pechalov                                 T1                      pec.ha.lov
     1  Akulov                                   T1                      a.ku.lov
     1  Tihinov                                  T1                      ti.hi.nov
     1  Pavlutshenkov                            T1                      pav.luts.hen.kov
     1  Dzhafarov                                T1                      dzha.fa.rov
     1  Krivkrasov                               T1                      krivk.ra.sov
     1  Baranov                                  T1                      ba.ra.nov
     1  Paramtarov                               T1                      pa.ram.ta.rov
     1  Pobedonostsev                            T1                      po.be.do.nost.sev
     1  Vorobjev                                 T1                      vo.rob.jev
     1  Ospanov                                  T1                      os.pa.nov
     1  Gretshishnikov                           T1                      grets.hish.ni.kov
     1  Stefanov                                 T1                      ste.fa.nov
     1  Goloskokov                               T1                      go.los.ko.kov
     1  Ovshiannikov                             T1 T2                   ovs.hi.an.ni.kov
     1  mm tv                                    T0 | T0                 mm tv
     1  Carav                                    T1                      ca.rav
     1  Prokovjev                                T1                      pro.kov.jev
     1  Kalmikov                                 T1                      kal.mi.kov
     1  Shevtshov                                T1                      shevts.hov
     1  Potosniv                                 T1                      po.tos.niv
     1  Kartsev                                  T1                      kart.sev
     1  Burtsov                                  T1                      burt.sov
     1  Venediktov                               T1                      ve.ne.dik.tov
     1  Zharkov                                  T1                      zhar.kov
     1  Mielenterv                               T1                      mie.len.terv
     1  Vagurajev                                T1                      va.gu.ra.jev
     1  Ovsianikov                               T1 T2                   ov.si.a.ni.kov
     1  Ovchinnikov                              T1                      ovc.hin.ni.kov
     1  Abdulmuslimov                            T1                      ab.dul.mus.li.mov
     1  Tsugarov                                 T1                      tsu.ga.rov
     1  Barkashov                                T1                      bar.kas.hov
     1  Strahov                                  T1                      stra.hov
     1  stroganov                                T1                      stro.ga.nov
     1  Ligatshev                                T1                      li.gats.hev
     1  Jovtchev                                 T1                      jovtc.hev
     1  Radlov                                   T1                      rad.lov
     1  Demianov                                 T1 T2                   de.mi.a.nov
     1  Kovalov                                  T1                      ko.va.lov
     1  Dostinov                                 T1                      dos.ti.nov
     1  Slavikov                                 T1                      sla.vi.kov
     1  Boldyrev                                 T1                      bol.dy.rev
     1  Turgenev                                 T1                      tur.ge.nev
     1  Yoav                                     T7 T2                   y.o.av
     1  Kotshiev                                 T1 T8                   kots.hi.ev
     1  Babajev                                  T1                      ba.ba.jev
     1  Rostovtshev                              T1                      ros.tovts.hev
     1  Kallijev                                 T1                      kal.li.jev
     1  Chirkov                                  T1                      chir.kov
     1  Briantshev                               T1 T2                   bri.ants.hev
     1  Kruglov                                  T1                      krug.lov
     1  Shabanov                                 T1                      sha.ba.nov
     1  Andrianov                                T1 T2                   and.ri.a.nov
     1  Kryukov                                  T1 T2                   kry.u.kov
     1  Kristov                                  T1                      kris.tov
     1  Malkov                                   T1                      mal.kov
     1  Kotenkov                                 T1                      ko.ten.kov
     1  Vinokurov                                T1                      vi.no.ku.rov
     1  Hulkov                                   T1                      hul.kov
     1  Nemtshinov                               T1                      nemts.hi.nov
     1  Prykanov                                 T1                      pry.ka.nov
     1  Hramov                                   T1                      hra.mov
     1  Garpenlöv                                T1                      gar.pen.löv
     1  Stojmenov                                T1                      stoj.me.nov
     1  Tutev                                    T1                      tu.tev
     1  Ramzanov                                 T1                      ram.za.nov
     1  Kunajev                                  T1                      ku.na.jev
     1  Gurjanov                                 T1                      gur.ja.nov
     1  Sarytshev                                T1                      sa.ryts.hev
     1  Tregupov                                 T1                      tre.gu.pov
     1  Natshev                                  T1                      nats.hev
     1  Abadjadev                                T1                      a.bad.ja.dev
     1  Svidrigailov                             T1                      svid.ri.gai.lov
     1  Marinov                                  T1                      ma.ri.nov
     1  Negev                                    T1                      ne.gev
     1  Mihailkov                                T1                      mi.hail.kov
     1  Kiseljov                                 T1                      ki.sel.jov
     1  Zakirov                                  T1                      za.ki.rov
     1  Baryshnikov                              T1                      ba.rysh.ni.kov
     1  Andropov                                 T1                      and.ro.pov
     1  Kolesnikov                               T1                      ko.les.ni.kov
     1  Kornev                                   T1                      kor.nev
     1  Usakov                                   T1                      u.sa.kov
     1  Ivanonov                                 T1                      i.va.no.nov
     1  Shirikov                                 T1                      shi.ri.kov
     1  Balashov                                 T1                      ba.las.hov
     1  Odov                                     T1                      o.dov
     1  Tarashov                                 T1                      ta.ras.hov
     1  Vranov                                   T1                      vra.nov
     1  Tarakanov                                T1                      ta.ra.ka.nov
     1  Tabakov                                  T1                      ta.ba.kov
     1  Kuvav                                    T1                      ku.vav
     1  Karpotsev                                T1                      kar.pot.sev
     1  Wickesin tv                              T1 | T0                 wic.ke.sin tv
     1  Sidorov                                  T1                      si.do.rov
     1  Dzhasohov                                T1                      dzha.so.hov
     1  Todorov                                  T1                      to.do.rov
     1  Pustintsev                               T1                      pus.tint.sev
     1  Nikipelov                                T1                      ni.ki.pe.lov
     1  Nikolajev                                T1                      ni.ko.la.jev
     1  Koleshov                                 T1                      ko.les.hov
     1  Loksev                                   T1                      lok.sev
     1  Putshkov                                 T1                      putsh.kov
     1  Musatov                                  T1                      mu.sa.tov
     1  Lantzov                                  T1                      lant.zov
     1  Dolkov                                   T1                      dol.kov
     1  Stahanov                                 T1                      sta.ha.nov
     1  Aktiv                                    T1                      ak.tiv
     1  Zukov                                    T1                      zu.kov
     1  Astahkov                                 T1                      as.tah.kov
     1  Belanov                                  T1                      be.la.nov
     1  Tortunov                                 T1                      tor.tu.nov
     1  Zujev                                    T1                      zu.jev
     1  Kuprijanov                               T1                      kup.ri.ja.nov
     1  Rytshakov                                T1                      ryts.ha.kov
     1  Tsemetshov                               T1                      tse.mets.hov
     1  Trajanov                                 T1                      tra.ja.nov
     1  Grigorgev                                T1                      gri.gor.gev
     1  Parslev                                  T1                      pars.lev
     1  Tilev                                    T1                      ti.lev
     1  Bodganov                                 T1                      bod.ga.nov
     1  Malakajev                                T1                      ma.la.ka.jev
     1  Pantzev                                  T1                      pant.zev
     1  Bajmarov                                 T1                      baj.ma.rov
     1  Tarpitshev                               T1                      tar.pits.hev
     1  Dov                                      T0                      dov
     1  Nazonov                                  T1                      na.zo.nov
     1  Ljadov                                   T1                      lja.dov
     1  Kotov                                    T1                      ko.tov
     1  Balasov                                  T1                      ba.la.sov
     1  Birjugov                                 T1                      bir.ju.gov
     1  Tkachiev                                 T1 T8                   tkac.hi.ev
     1  Mediatv                                  T1 T2                   me.di.atv
     1  Agarev                                   T1                      a.ga.rev
     1  Klymentev                                T1                      kly.men.tev
     1  Archiv                                   T1                      arc.hiv
     1  Timofejev                                T1                      ti.mo.fe.jev
     1  Tsuikov                                  T1                      tsui.kov
     1  Sveshnikov                               T1                      svesh.ni.kov
     1  Tshuglasov                               T1                      tshug.la.sov
     1  Grizunov                                 T1                      gri.zu.nov
     1  Aboimov                                  T1                      a.boi.mov
     1  Proactiv                                 T1 T2                   pro.ac.tiv
     1  Shikmuradov                              T1                      shik.mu.ra.dov
     1  Bulbenkov                                T1                      bul.ben.kov
     1  Osherov                                  T1                      os.he.rov
     1  Grigorjev                                T1                      gri.gor.jev
     1  Maksimov                                 T1                      mak.si.mov
     1  Koroljov                                 T1                      ko.rol.jov
     1  Drejev                                   T1                      dre.jev
     1  Almazov                                  T1                      al.ma.zov
     1  Bulov                                    T1                      bu.lov
     1  Malekejev                                T1                      ma.le.ke.jev
     1  Jakusev                                  T1                      ja.ku.sev
     1  Brazhnikov                               T1                      brazh.ni.kov
     1  Rostov                                   T1                      ros.tov
     1  Huatshev                                 T1 T2                   hu.ats.hev
     1  Hlebnikov                                T1                      hleb.ni.kov
     1  Almatov                                  T1                      al.ma.tov
     1  Leontjev                                 T1 T2                   le.ont.jev
     1  Strojev                                  T1                      stro.jev
     1  Okhotnikov                               T1                      ok.hot.ni.kov
     1  Improv                                   T1                      imp.rov
     1  Tshuikov                                 T1                      tshui.kov
     1  Shrirov                                  T1                      shri.rov
     1  Kolpakov                                 T1                      kol.pa.kov
     1  Filippov                                 T1                      fi.lip.pov
     1  Jurlov                                   T1                      jur.lov
     1  Malezbekov                               T1                      ma.lez.be.kov
     1  Kirjanov                                 T1                      kir.ja.nov
     1  Orlov                                    T1                      or.lov
     1  Rebkov                                   T1                      reb.kov
     1  Balanikjov                               T1                      ba.la.nik.jov
     1  Kochetkov                                T1                      koc.het.kov
     1  Maslennikov                              T1                      mas.len.ni.kov
     1  Shtalenkov                               T1                      shta.len.kov
     1  Sibilev                                  T1                      si.bi.lev
     1  Gustov                                   T1                      gus.tov
     1  Sev                                      T0                      sev
     1  Gavrilov                                 T1                      gav.ri.lov
     1  Karpenlöv                                T1                      kar.pen.löv
     1  Balgimbajev                              T1                      bal.gim.ba.jev
     1  Kusnetsov                                T1                      kus.net.sov
     1  Citytv                                   T1                      ci.tytv
     1  Perehrestov                              T1                      pe.reh.res.tov
     1  Rauthov                                  T1                      raut.hov
     1  Sarsenbaiev                              T1 T5                   sar.sen.bai.ev
     1  Ouskov                                   T1                      ous.kov
     1  Zhamnov                                  T1                      zham.nov
     1  Shishkov                                 T1                      shish.kov
     1  Rjabtsev                                 T1                      rjabt.sev
     1  Tregubov                                 T1                      tre.gu.bov
     1  Vjatjeslav                               T1                      vjat.jes.lav
     1  Kulmala Valeri Krykov                    T1 | T1 | T1            kul.ma.la va.le.ri kry.kov
     1  pirkanmaalaisen tv                       T1 | T0                 pir.kan.maa.lai.sen tv
     1  King tv                                  T0 | T0                 king tv
     1  Trendikkäällä tv                         T1 | T0                 tren.dik.kääl.lä tv
     1  mm Tv                                    T0 | T0                 mm tv
     1  CBC tv                                   T0 | T0                 cbc tv
     1  mukaeleva tv                             T1 T2 | T0              mu.ka.e.le.va tv
     1  Sarv                                     T0                      sarv
     1  Springsteenin tv                         T1 | T0                 springs.tee.nin tv
     1  Chelsea tv                               T1 T2 | T0              chel.se.a tv
     1  Techin tv                                T1 | T0                 tec.hin tv
     1  Mertaranta tv                            T1 | T0                 mer.ta.ran.ta tv
     1  amer tv                                  T1 | T0                 a.mer tv
     1  isä-Smirnov                              T1 | T1                 i.sä-smir.nov
     1  Kondratiev                               T1 T8                   kond.ra.ti.ev
     1  Nippon tv                                T1 | T0                 nip.pon tv
     1  Derrickistä tv                           T1 | T0                 der.ric.kis.tä tv
     1  Tumpelo tv                               T1 | T0                 tum.pe.lo tv
     1  Skov                                     T0                      skov
     1  Reuters tv                               T1 | T0                 reu.ters tv
     1  oom määkin aikonaan ollu tv              T0 | T1 | T1 | T1 | T0  oom mää.kin ai.ko.naan ol.lu tv
     1  Valvaka med Tv                           T1 | T0 | T0            val.va.ka med tv
     1  Manon Lescautin tv                       T1 | T1 | T0            ma.non les.cau.tin tv
     1  Tampere tv                               T1 | T0                 tam.pe.re tv
     1  Fleissia tv                              T1 T2 | T0              fleis.si.a tv
     1  Per-Gustav                               T0 | T1                 per-gus.tav
     1  Veskun tv                                T1 | T0                 ves.kun tv
     1  Elitserienin tv                          T1 T8 | T0              e.lit.se.ri.e.nin tv
     1  hiv hiv                                  T0 | T0                 hiv hiv
     1  kuurnivia tv                             T1 T2 | T0              kuur.ni.vi.a tv
     1  anomyymitesteissä hiv                    T1 | T0                 a.no.myy.mi.tes.teis.sä hiv
     1  Soov                                     T0                      soov
     1  Toiv                                     T0                      toiv
     1  Ivanov tv                                T1 | T0                 i.va.nov tv
     1  Manson Mtv                               T1 | T0                 man.son mtv
     1  Kasv                                     T0                      kasv
     1  Per-Olov                                 T0 | T1                 per-o.lov
     1  coloradolainen tv                        T1 | T0                 co.lo.ra.do.lai.nen tv
     1  Koiv                                     T0                      koiv
     1  Järv                                     T0                      järv
     1  seksiteitse hiv                          T1 | T0                 sek.si.teit.se hiv
     1  HazardKotimaisen tv                      T1 | T0                 ha.zard.ko.ti.mai.sen tv
     1  Edv                                      T0                      edv
     1  Digiradiosta tv                          T1 T2 | T0              di.gi.ra.di.os.ta tv
     1  Oktjabrev                                T1                      okt.ja.brev
     1  Plav                                     T0                      plav
     1  Zivadin Jovanovic tv                     T1 | T1 | T0            zi.va.din jo.va.no.vic tv
     1  Slov                                     T0                      slov
     1  Arkimies tv                              T1 T8 | T0              ar.ki.mi.es tv
     1  j v                                      T0 | T0                 j v
     1  Leiv                                     T0                      leiv
     1  Rosengren tv                             T1 | T0                 ro.seng.ren tv
     1  Startv                                   T0                      startv
     1  Taav                                     T0                      taav
     1  Tarvajärven tv                           T1 | T0                 tar.va.jär.ven tv
     1  Lapid tv                                 T1 | T0                 la.pid tv
     1  Kiev                                     T0                      kiev
     1  Östlingin tv                             T1 | T0                 öst.lin.gin tv
     1  Deiv                                     T0                      deiv
     1  Jv                                       T0                      jv
     1  intilainen tv                            T1 | T0                 in.ti.lai.nen tv
     1  Kev                                      T0                      kev
     1  tol lyubov                               T0 | T1 T2              tol ly.u.bov
     1  Milosevicin tv                           T1 | T0                 mi.lo.se.vi.cin tv
     1  Tov                                      T0                      tov
     1  Terv                                     T0                      terv
     1  Edtv                                     T0                      edtv
     1  Benecolin tv                             T1 | T0                 be.ne.co.lin tv
     1  Vainikka tv                              T1 | T0                 vai.nik.ka tv
     1  Vehoniemessä tv                          T1 T8 | T0              ve.ho.ni.e.mes.sä tv
     1  Clov                                     T0                      clov
     1  Fix                                      T0                      fix
     1  Compix                                   T1                      com.pix
     1  unisex                                   T1                      u.ni.sex
     1  Töpinäx                                  T1                      tö.pi.näx
     1  Landimex                                 T1                      lan.di.mex
     1  Hintertux                                T1                      hin.ter.tux
